Time(s),Force(N)
 1.632,   0.000
 1.634,   0.000
 1.636,   0.000
 1.638,   0.000
 1.640,   0.000
 1.642,   0.000
 1.644,   0.000
 1.646,   0.000
 1.648,   0.000
 1.650,   0.000
 1.652,   0.000
 1.654,   0.000
 1.656,   0.000
 1.658,   0.000
 1.660,   0.000
 1.662,   0.000
 1.664,   0.000
 1.666,   0.000
 1.668,   0.000
 1.670,   0.000
 1.672,   0.000
 1.674,   0.000
 1.676,   0.000
 1.678,   0.000
 1.680,   0.000
 1.682,   0.000
 1.684,   0.000
 1.686,   0.000
 1.688,   0.000
 1.690,   0.000
 1.692,   0.000
 1.694,   0.000
 1.696,   0.000
 1.698,   0.000
 1.700,   0.000
 1.702,   0.000
 1.704,   0.000
 1.706,   0.000
 1.708,   0.000
 1.710,   0.000
 1.712,   0.000
 1.714,   0.000
 1.716,   0.000
 1.718,   0.000
 1.720,   0.000
 1.722,   0.000
 1.724,   0.000
 1.726,   0.000
 1.728,   0.000
 1.730,   0.000
 1.732,   0.000
 1.734,   0.000
 1.736,   0.000
 1.738,   0.000
 1.740,   0.000
 1.742,   0.000
 1.744,   0.000
 1.746,   0.000
 1.748,   0.000
 1.750,   0.000
 1.752,   0.000
 1.754,   0.000
 1.756,   0.000
 1.758,   0.000
 1.760,   0.000
 1.762,   0.000
 1.764,   0.000
 1.766,   0.000
 1.768,   0.000
 1.770,   0.000
 1.772,   0.000
 1.774,   0.000
 1.776,   0.000
 1.778,   0.000
 1.780,   0.000
 1.782,   0.000
 1.784,   0.000
 1.786,   0.000
 1.788,   0.000
 1.790,   0.000
 1.792,   0.000
 1.794,   0.000
 1.796,   0.000
 1.798,   0.000
 1.800,   0.000
 1.802,   0.000
 1.804,   0.000
 1.806,   0.000
 1.808,   0.000
 1.810,   0.000
 1.812,   0.000
 1.814,   0.000
 1.816,   0.000
 1.818,   0.000
 1.820,   0.000
 1.822,   0.000
 1.824,   0.000
 1.826,   0.000
 1.828,   0.000
 1.830,   0.000
 1.832,   0.000
 1.834,   0.000
 1.836,   0.000
 1.838,   0.000
 1.840,   0.000
 1.842,   0.000
 1.844,   0.000
 1.846,   0.000
 1.848,   0.000
 1.850,   0.000
 1.852,   0.000
 1.854,   0.000
 1.856,   0.000
 1.858,   0.000
 1.860,   0.000
 1.862,   0.000
 1.864,   0.000
 1.866,   0.000
 1.868,   0.000
 1.870,   0.000
 1.872,   0.000
 1.874,   0.000
 1.876,   0.000
 1.878,   0.000
 1.880,   0.000
 1.882,   0.000
 1.884,   0.000
 1.886,   0.000
 1.888,   0.000
 1.890,   0.000
 1.892,   0.000
 1.894,   0.000
 1.896,   0.000
 1.898,   0.000
 1.900,   0.000
 1.902,   0.000
 1.904,   0.000
 1.906,   0.000
 1.908,   0.000
 1.910,   0.000
 1.912,   0.000
 1.914,   0.000
 1.916,   0.000
 1.918,   0.000
 1.920,   0.000
 1.922,   0.000
 1.924,   0.000
 1.926,   0.000
 1.928,   0.000
 1.930,   0.000
 1.932,   0.000
 1.934,   0.000
 1.936,   0.000
 1.938,   0.000
 1.940,   0.000
 1.942,   0.000
 1.944,   0.000
 1.946,   0.000
 1.948,   0.000
 1.950,   0.000
 1.952,   0.000
 1.954,   0.000
 1.956,   0.000
 1.958,   0.000
 1.960,   0.000
 1.962,   0.000
 1.964,   0.000
 1.966,   0.000
 1.968,   0.000
 1.970,   0.000
 1.972,   0.000
 1.974,   0.000
 1.976,   0.000
 1.978,   0.000
 1.980,   0.000
 1.982,   0.000
 1.984,   0.000
 1.986,   0.000
 1.988,   0.000
 1.990,   0.000
 1.992,   0.000
 1.994,   0.000
 1.996,   0.000
 1.998,   0.000
 2.000,   0.000
