Time(s),Length(m),Activation,Force(N)
 0.099,  0.269,0.776,  60.539
 0.101,  0.269,0.788,  61.961
 0.102,  0.269,0.799,  63.340
 0.104,  0.269,0.810,  64.677
 0.105,  0.269,0.820,  65.971
 0.106,  0.269,0.829,  67.223
 0.108,  0.269,0.839,  68.432
 0.109,  0.269,0.847,  69.600
 0.111,  0.269,0.855,  70.726
 0.112,  0.269,0.863,  71.811
 0.113,  0.269,0.871,  72.856
 0.115,  0.269,0.877,  73.861
 0.116,  0.269,0.884,  74.828
 0.118,  0.269,0.890,  75.756
 0.119,  0.269,0.896,  76.648
 0.120,  0.269,0.902,  77.504
 0.122,  0.269,0.907,  78.324
 0.123,  0.269,0.912,  79.111
 0.125,  0.269,0.917,  79.864
 0.126,  0.269,0.921,  80.585
 0.127,  0.269,0.926,  81.275
 0.129,  0.269,0.930,  81.935
 0.130,  0.269,0.933,  82.566
 0.132,  0.269,0.937,  83.169
 0.133,  0.269,0.941,  83.744
 0.134,  0.269,0.944,  84.294
 0.136,  0.269,0.947,  84.819
 0.137,  0.269,0.950,  85.319
 0.139,  0.269,0.952,  85.796
 0.140,  0.269,0.955,  86.251
 0.141,  0.269,0.957,  86.684
 0.143,  0.269,0.960,  87.097
 0.144,  0.269,0.962,  87.490
 0.146,  0.269,0.964,  87.864
 0.147,  0.269,0.966,  88.221
 0.148,  0.269,0.968,  88.560
 0.150,  0.269,0.970,  88.882
 0.151,  0.269,0.971,  89.189
 0.153,  0.269,0.973,  89.480
 0.154,  0.269,0.974,  89.758
 0.155,  0.269,0.976,  90.021
 0.157,  0.269,0.977,  90.271
 0.158,  0.269,0.978,  90.509
 0.160,  0.269,0.979,  90.735
 0.161,  0.269,0.981,  90.950
 0.162,  0.269,0.982,  91.153
 0.164,  0.269,0.983,  91.346
 0.165,  0.269,0.984,  91.530
 0.167,  0.269,0.984,  91.704
 0.168,  0.269,0.985,  91.869
 0.169,  0.269,0.986,  92.026
 0.171,  0.269,0.987,  92.175
 0.172,  0.269,0.988,  92.316
 0.174,  0.269,0.988,  92.450
 0.175,  0.269,0.989,  92.576
 0.176,  0.269,0.989,  92.697
 0.178,  0.269,0.990,  92.811
 0.179,  0.269,0.991,  92.919
 0.181,  0.269,0.991,  93.021
 0.182,  0.269,0.992,  93.118
 0.183,  0.269,0.992,  93.210
 0.185,  0.269,0.992,  93.297
 0.186,  0.269,0.993,  93.380
 0.188,  0.269,0.993,  93.458
 0.189,  0.269,0.994,  93.532
 0.190,  0.269,0.994,  93.602
 0.192,  0.269,0.994,  93.669
 0.193,  0.269,0.995,  93.732
 0.195,  0.269,0.995,  93.792
 0.196,  0.269,0.995,  93.848
 0.197,  0.269,0.995,  93.902
 0.199,  0.269,0.996,  93.952
 0.200,  0.269,0.996,  94.000
 0.202,  0.269,0.996,  94.045
 0.203,  0.269,0.996,  94.088
 0.204,  0.269,0.997,  94.129
 0.206,  0.269,0.997,  94.168
 0.207,  0.269,0.997,  94.204
 0.209,  0.269,0.997,  94.239
 0.210,  0.269,0.997,  94.271
 0.211,  0.269,0.997,  94.302
 0.213,  0.269,0.998,  94.331
 0.214,  0.269,0.998,  94.359
 0.216,  0.269,0.998,  94.385
 0.217,  0.269,0.998,  94.410
 0.218,  0.269,0.998,  94.434
 0.220,  0.269,0.998,  94.456
 0.221,  0.269,0.998,  94.477
 0.223,  0.269,0.998,  94.497
 0.224,  0.269,0.998,  94.515
 0.225,  0.269,0.999,  94.533
 0.227,  0.269,0.999,  94.550
 0.228,  0.269,0.999,  94.566
 0.230,  0.269,0.999,  94.581
 0.231,  0.269,0.999,  94.595
 0.232,  0.269,0.999,  94.609
 0.234,  0.269,0.999,  94.621
 0.235,  0.269,0.999,  94.634
 0.237,  0.269,0.999,  94.645
 0.238,  0.269,0.999,  94.656
 0.239,  0.269,0.999,  94.666
 0.241,  0.269,0.999,  94.676
 0.242,  0.269,0.999,  94.685
 0.244,  0.269,0.999,  94.693
 0.245,  0.269,0.999,  94.702
 0.246,  0.269,0.999,  94.709
 0.248,  0.269,0.999,  94.717
 0.249,  0.269,0.999,  94.724
 0.251,  0.269,0.999,  94.730
 0.252,  0.269,0.999,  94.736
 0.253,  0.269,1.000,  94.742
 0.255,  0.269,1.000,  94.748
 0.256,  0.269,1.000,  94.753
 0.258,  0.269,1.000,  94.758
 0.259,  0.269,1.000,  94.763
 0.260,  0.269,1.000,  94.767
 0.262,  0.269,1.000,  94.771
 0.263,  0.269,1.000,  94.775
 0.265,  0.269,1.000,  94.779
 0.266,  0.269,1.000,  94.782
 0.267,  0.269,1.000,  94.786
 0.269,  0.269,1.000,  94.789
 0.270,  0.269,1.000,  94.792
 0.272,  0.269,1.000,  94.795
 0.273,  0.269,1.000,  94.797
 0.274,  0.269,1.000,  94.800
 0.276,  0.269,1.000,  94.802
 0.277,  0.269,1.000,  94.805
 0.279,  0.269,1.000,  94.807
 0.280,  0.269,1.000,  94.809
 0.281,  0.269,1.000,  94.811
 0.283,  0.269,1.000,  94.813
 0.284,  0.269,1.000,  94.814
 0.286,  0.269,1.000,  94.816
 0.287,  0.269,1.000,  94.817
 0.288,  0.269,1.000,  94.819
 0.290,  0.269,1.000,  94.820
 0.291,  0.269,1.000,  94.822
 0.293,  0.269,1.000,  94.823
 0.294,  0.269,1.000,  94.824
 0.295,  0.269,1.000,  94.825
 0.297,  0.269,1.000,  94.826
 0.298,  0.269,1.000,  94.827
 0.300,  0.269,1.000,  94.828
 0.301,  0.269,1.000,  94.829
 0.302,  0.269,1.000,  94.830
 0.304,  0.269,1.000,  94.830
 0.305,  0.269,1.000,  94.831
 0.307,  0.269,1.000,  94.832
 0.308,  0.269,1.000,  94.833
 0.309,  0.269,1.000,  94.833
 0.311,  0.269,1.000,  94.834
 0.312,  0.269,1.000,  94.834
 0.314,  0.269,1.000,  94.835
 0.315,  0.269,1.000,  94.835
 0.316,  0.269,1.000,  94.836
 0.318,  0.269,1.000,  94.836
 0.319,  0.269,1.000,  94.837
 0.321,  0.269,1.000,  94.837
 0.322,  0.269,1.000,  94.837
 0.323,  0.269,1.000,  94.838
 0.325,  0.269,1.000,  94.838
 0.326,  0.269,1.000,  94.838
 0.328,  0.269,1.000,  94.839
 0.329,  0.269,1.000,  94.839
 0.330,  0.269,1.000,  94.839
 0.332,  0.269,1.000,  94.840
 0.333,  0.269,1.000,  94.840
 0.335,  0.269,1.000,  94.840
 0.336,  0.269,1.000,  94.840
 0.337,  0.269,1.000,  94.840
 0.339,  0.269,1.000,  94.841
 0.340,  0.269,1.000,  94.841
 0.342,  0.269,1.000,  94.841
 0.343,  0.269,1.000,  94.841
 0.344,  0.269,1.000,  94.841
 0.346,  0.269,1.000,  94.841
 0.347,  0.269,1.000,  94.842
 0.349,  0.269,1.000,  94.842
 0.350,  0.269,1.000,  94.842
 0.351,  0.269,1.000,  94.842
 0.353,  0.269,1.000,  94.842
 0.354,  0.269,1.000,  94.842
 0.356,  0.269,1.000,  94.842
 0.357,  0.269,1.000,  94.842
 0.358,  0.269,1.000,  94.842
 0.360,  0.269,1.000,  94.843
 0.361,  0.269,1.000,  94.843
 0.363,  0.269,1.000,  94.843
 0.364,  0.269,1.000,  94.843
 0.365,  0.269,1.000,  94.843
 0.367,  0.269,1.000,  94.843
 0.368,  0.269,1.000,  94.843
 0.370,  0.269,1.000,  94.843
 0.371,  0.269,1.000,  94.843
 0.372,  0.269,1.000,  94.843
 0.374,  0.269,1.000,  94.843
 0.375,  0.269,1.000,  94.843
 0.377,  0.269,1.000,  94.843
 0.378,  0.269,1.000,  94.843
 0.379,  0.269,1.000,  94.843
 0.381,  0.269,1.000,  94.843
 0.382,  0.269,1.000,  94.843
 0.384,  0.269,1.000,  94.843
 0.385,  0.269,1.000,  94.843
 0.386,  0.269,1.000,  94.844
 0.388,  0.269,1.000,  94.844
 0.389,  0.269,1.000,  94.844
 0.391,  0.269,1.000,  94.844
 0.392,  0.269,1.000,  94.844
 0.393,  0.269,1.000,  94.844
 0.395,  0.269,1.000,  94.844
 0.396,  0.269,1.000,  94.844
 0.398,  0.269,1.000,  94.844
 0.399,  0.269,1.000,  94.844
 0.400,  0.269,1.000,  93.543
 0.402,  0.269,1.000,  89.393
 0.403,  0.269,1.000,  85.771
 0.405,  0.269,1.000,  82.607
 0.406,  0.269,1.000,  79.840
 0.407,  0.269,1.000,  77.418
 0.409,  0.269,1.000,  75.296
 0.410,  0.269,1.000,  73.437
 0.412,  0.269,1.000,  71.805
 0.413,  0.269,1.000,  70.374
 0.414,  0.268,1.000,  69.116
 0.416,  0.268,1.000,  68.012
 0.417,  0.268,1.000,  67.042
 0.419,  0.268,1.000,  66.190
 0.420,  0.268,1.000,  65.441
 0.421,  0.268,1.000,  64.783
 0.423,  0.268,1.000,  64.205
 0.424,  0.268,1.000,  63.697
 0.426,  0.268,1.000,  63.251
 0.427,  0.268,1.000,  62.860
 0.428,  0.268,1.000,  62.517
 0.430,  0.268,1.000,  62.217
 0.431,  0.267,1.000,  61.954
 0.433,  0.267,1.000,  61.724
 0.434,  0.267,1.000,  61.523
 0.435,  0.267,1.000,  61.348
 0.437,  0.267,1.000,  61.196
 0.438,  0.267,1.000,  61.064
 0.440,  0.267,1.000,  60.950
 0.441,  0.267,1.000,  60.852
 0.442,  0.267,1.000,  60.767
 0.444,  0.267,1.000,  60.695
 0.445,  0.267,1.000,  60.634
 0.447,  0.267,1.000,  60.582
 0.448,  0.266,1.000,  60.539
 0.449,  0.266,1.000,  60.504
 0.451,  0.266,1.000,  60.475
 0.452,  0.266,1.000,  60.452
 0.454,  0.266,1.000,  60.435
 0.455,  0.266,1.000,  60.421
 0.456,  0.266,1.000,  60.412
 0.458,  0.266,1.000,  60.407
 0.459,  0.266,1.000,  60.405
 0.461,  0.266,1.000,  60.406
 0.462,  0.266,1.000,  60.409
 0.463,  0.266,1.000,  60.414
 0.465,  0.265,1.000,  60.421
 0.466,  0.265,1.000,  60.430
 0.468,  0.265,1.000,  60.441
 0.469,  0.265,1.000,  60.453
 0.470,  0.265,1.000,  60.466
 0.472,  0.265,1.000,  60.480
 0.473,  0.265,1.000,  60.494
 0.475,  0.265,1.000,  60.510
 0.476,  0.265,1.000,  60.526
 0.477,  0.265,1.000,  60.543
 0.479,  0.265,1.000,  60.561
 0.480,  0.265,1.000,  60.579
 0.482,  0.264,1.000,  60.597
 0.483,  0.264,1.000,  60.616
 0.484,  0.264,1.000,  60.635
 0.486,  0.264,1.000,  60.654
 0.487,  0.264,1.000,  60.674
 0.489,  0.264,1.000,  60.693
 0.490,  0.264,1.000,  60.713
 0.491,  0.264,1.000,  60.733
 0.493,  0.264,1.000,  60.753
 0.494,  0.264,1.000,  60.773
 0.496,  0.264,1.000,  60.793
 0.497,  0.263,1.000,  60.813
 0.498,  0.263,1.000,  60.833
 0.500,  0.263,1.000,  60.853
 0.501,  0.263,1.000,  60.873
 0.503,  0.263,1.000,  60.893
 0.504,  0.263,1.000,  60.913
 0.505,  0.263,1.000,  60.933
 0.507,  0.263,1.000,  60.953
 0.508,  0.263,1.000,  60.973
 0.510,  0.263,1.000,  60.993
 0.511,  0.263,1.000,  61.012
 0.512,  0.263,1.000,  61.032
 0.514,  0.262,1.000,  61.052
 0.515,  0.262,1.000,  61.071
 0.517,  0.262,1.000,  61.090
 0.518,  0.262,1.000,  61.110
 0.519,  0.262,1.000,  61.129
 0.521,  0.262,1.000,  61.148
 0.522,  0.262,1.000,  61.167
 0.524,  0.262,1.000,  61.186
 0.525,  0.262,1.000,  61.205
 0.526,  0.262,1.000,  61.223
 0.528,  0.262,1.000,  61.242
 0.529,  0.262,1.000,  61.260
 0.531,  0.261,1.000,  61.279
 0.532,  0.261,1.000,  61.297
 0.533,  0.261,1.000,  61.315
 0.535,  0.261,1.000,  61.333
 0.536,  0.261,1.000,  61.350
 0.538,  0.261,1.000,  61.368
 0.539,  0.261,1.000,  61.386
 0.540,  0.261,1.000,  61.403
 0.542,  0.261,1.000,  61.420
 0.543,  0.261,1.000,  61.437
 0.545,  0.261,1.000,  61.454
 0.546,  0.261,1.000,  61.471
 0.547,  0.260,1.000,  61.488
 0.549,  0.260,1.000,  61.504
 0.550,  0.260,1.000,  61.521
 0.552,  0.260,1.000,  61.537
 0.553,  0.260,1.000,  61.553
 0.554,  0.260,1.000,  61.569
 0.556,  0.260,1.000,  61.585
 0.557,  0.260,1.000,  61.601
 0.559,  0.260,1.000,  61.616
 0.560,  0.260,1.000,  61.631
 0.561,  0.260,1.000,  61.647
 0.563,  0.260,1.000,  61.662
 0.564,  0.259,1.000,  61.677
 0.566,  0.259,1.000,  61.691
 0.567,  0.259,1.000,  61.706
 0.568,  0.259,1.000,  61.720
 0.570,  0.259,1.000,  61.735
 0.571,  0.259,1.000,  61.749
 0.573,  0.259,1.000,  61.763
 0.574,  0.259,1.000,  61.776
 0.575,  0.259,1.000,  61.790
 0.577,  0.259,1.000,  61.803
 0.578,  0.259,1.000,  61.817
 0.580,  0.259,1.000,  61.830
 0.581,  0.258,1.000,  61.843
 0.582,  0.258,1.000,  61.855
 0.584,  0.258,1.000,  61.868
 0.585,  0.258,1.000,  61.880
 0.587,  0.258,1.000,  61.892
 0.588,  0.258,1.000,  61.904
 0.589,  0.258,1.000,  61.916
 0.591,  0.258,1.000,  61.928
 0.592,  0.258,1.000,  61.939
 0.594,  0.258,1.000,  61.951
 0.595,  0.258,1.000,  61.962
 0.596,  0.258,1.000,  61.973
 0.598,  0.257,1.000,  61.984
 0.599,  0.257,1.000,  61.994
 0.601,  0.257,1.000,  62.005
 0.602,  0.257,1.000,  62.015
 0.603,  0.257,1.000,  62.025
 0.605,  0.257,1.000,  62.035
 0.606,  0.257,1.000,  62.044
 0.608,  0.257,1.000,  62.054
 0.609,  0.257,1.000,  62.063
 0.610,  0.257,1.000,  62.072
 0.612,  0.257,1.000,  62.081
 0.613,  0.257,1.000,  62.090
 0.615,  0.256,1.000,  62.098
 0.616,  0.256,1.000,  62.107
 0.617,  0.256,1.000,  62.115
 0.619,  0.256,1.000,  62.123
 0.620,  0.256,1.000,  62.130
 0.622,  0.256,1.000,  62.138
 0.623,  0.256,1.000,  62.145
 0.624,  0.256,1.000,  62.152
 0.626,  0.256,1.000,  62.159
 0.627,  0.256,1.000,  62.166
 0.629,  0.256,1.000,  62.172
 0.630,  0.256,1.000,  62.178
 0.631,  0.255,1.000,  62.185
 0.633,  0.255,1.000,  62.190
 0.634,  0.255,1.000,  62.196
 0.636,  0.255,1.000,  62.201
 0.637,  0.255,1.000,  62.207
 0.638,  0.255,1.000,  62.212
 0.640,  0.255,1.000,  62.217
 0.641,  0.255,1.000,  62.221
 0.643,  0.255,1.000,  62.225
 0.644,  0.255,1.000,  62.230
 0.645,  0.255,1.000,  62.234
 0.647,  0.255,1.000,  62.237
 0.648,  0.254,1.000,  62.241
 0.650,  0.254,1.000,  62.244
 0.651,  0.254,1.000,  62.247
 0.652,  0.254,1.000,  62.250
 0.654,  0.254,1.000,  62.253
 0.655,  0.254,1.000,  62.255
 0.657,  0.254,1.000,  62.257
 0.658,  0.254,1.000,  62.259
 0.659,  0.254,1.000,  62.261
 0.661,  0.254,1.000,  62.262
 0.662,  0.254,1.000,  62.264
 0.664,  0.254,1.000,  62.265
 0.665,  0.253,1.000,  62.266
 0.666,  0.253,1.000,  62.266
 0.668,  0.253,1.000,  62.267
 0.669,  0.253,1.000,  62.267
 0.671,  0.253,1.000,  62.267
 0.672,  0.253,1.000,  62.266
 0.673,  0.253,1.000,  62.266
 0.675,  0.253,1.000,  62.265
 0.676,  0.253,1.000,  62.264
 0.678,  0.253,1.000,  62.263
 0.679,  0.253,1.000,  62.261
 0.680,  0.252,1.000,  62.260
 0.682,  0.252,1.000,  62.258
 0.683,  0.252,1.000,  62.255
 0.685,  0.252,1.000,  62.253
 0.686,  0.252,1.000,  62.250
 0.687,  0.252,1.000,  62.247
 0.689,  0.252,1.000,  62.244
 0.690,  0.252,1.000,  62.241
 0.692,  0.252,1.000,  62.237
 0.693,  0.252,1.000,  62.233
 0.694,  0.252,1.000,  62.229
 0.696,  0.252,1.000,  62.225
 0.697,  0.251,1.000,  62.220
 0.699,  0.251,1.000,  62.215
 0.700,  0.251,1.000,  62.210
 0.701,  0.251,1.000,  62.205
 0.703,  0.251,1.000,  62.199
 0.704,  0.251,1.000,  62.193
 0.706,  0.251,1.000,  62.187
 0.707,  0.251,1.000,  62.181
 0.708,  0.251,1.000,  62.174
 0.710,  0.251,1.000,  62.168
 0.711,  0.251,1.000,  62.160
 0.713,  0.251,1.000,  62.153
 0.714,  0.250,1.000,  62.146
 0.715,  0.250,1.000,  62.138
 0.717,  0.250,1.000,  62.130
 0.718,  0.250,1.000,  62.121
 0.720,  0.250,1.000,  62.113
 0.721,  0.250,1.000,  62.104
 0.722,  0.250,1.000,  62.095
 0.724,  0.250,1.000,  62.085
 0.725,  0.250,1.000,  62.076
 0.727,  0.250,1.000,  62.066
 0.728,  0.250,1.000,  62.055
 0.729,  0.250,1.000,  62.045
 0.731,  0.249,1.000,  62.034
 0.732,  0.249,1.000,  62.023
 0.734,  0.249,1.000,  62.012
 0.735,  0.249,1.000,  62.001
 0.736,  0.249,1.000,  61.989
 0.738,  0.249,1.000,  61.977
 0.739,  0.249,1.000,  61.965
 0.741,  0.249,1.000,  61.952
 0.742,  0.249,1.000,  61.939
 0.743,  0.249,1.000,  61.926
 0.745,  0.249,1.000,  61.913
 0.746,  0.249,1.000,  61.900
 0.748,  0.248,1.000,  61.886
 0.749,  0.248,1.000,  61.872
 0.750,  0.248,1.000,  61.857
 0.752,  0.248,1.000,  61.843
 0.753,  0.248,1.000,  61.828
 0.755,  0.248,1.000,  61.812
 0.756,  0.248,1.000,  61.797
 0.757,  0.248,1.000,  61.781
 0.759,  0.248,1.000,  61.765
 0.760,  0.248,1.000,  61.749
 0.762,  0.248,1.000,  61.733
 0.763,  0.248,1.000,  61.716
 0.764,  0.247,1.000,  61.699
 0.766,  0.247,1.000,  61.681
 0.767,  0.247,1.000,  61.664
 0.769,  0.247,1.000,  61.646
 0.770,  0.247,1.000,  61.628
 0.771,  0.247,1.000,  61.609
 0.773,  0.247,1.000,  61.590
 0.774,  0.247,1.000,  61.571
 0.776,  0.247,1.000,  61.552
 0.777,  0.247,1.000,  61.533
 0.778,  0.247,1.000,  61.513
 0.780,  0.247,1.000,  61.493
 0.781,  0.246,1.000,  61.472
 0.783,  0.246,1.000,  61.452
 0.784,  0.246,1.000,  61.431
 0.785,  0.246,1.000,  61.410
 0.787,  0.246,1.000,  61.388
 0.788,  0.246,1.000,  61.366
 0.790,  0.246,1.000,  61.344
 0.791,  0.246,1.000,  61.322
 0.792,  0.246,1.000,  61.299
 0.794,  0.246,1.000,  61.277
 0.795,  0.246,1.000,  61.253
 0.797,  0.246,1.000,  61.230
 0.798,  0.245,1.000,  61.206
 0.799,  0.245,1.000,  61.182
 0.801,  0.245,1.000,  61.158
 0.802,  0.245,1.000,  61.133
 0.804,  0.245,1.000,  61.109
 0.805,  0.245,1.000,  61.083
 0.806,  0.245,1.000,  61.058
 0.808,  0.245,1.000,  61.032
 0.809,  0.245,1.000,  61.006
 0.811,  0.245,1.000,  60.980
 0.812,  0.245,1.000,  60.954
 0.813,  0.245,1.000,  60.927
 0.815,  0.244,1.000,  60.900
 0.816,  0.244,1.000,  60.872
 0.818,  0.244,1.000,  60.845
 0.819,  0.244,1.000,  60.817
 0.820,  0.244,1.000,  60.788
 0.822,  0.244,1.000,  60.760
 0.823,  0.244,1.000,  60.731
 0.825,  0.244,1.000,  60.702
 0.826,  0.244,1.000,  60.673
 0.827,  0.244,1.000,  60.643
 0.829,  0.244,1.000,  60.613
 0.830,  0.244,1.000,  60.583
 0.832,  0.243,1.000,  60.552
 0.833,  0.243,1.000,  60.521
 0.834,  0.243,1.000,  60.490
 0.836,  0.243,1.000,  60.459
 0.837,  0.243,1.000,  60.427
 0.839,  0.243,1.000,  60.395
 0.840,  0.243,1.000,  60.363
 0.841,  0.243,1.000,  60.330
 0.843,  0.243,1.000,  60.297
 0.844,  0.243,1.000,  60.264
 0.846,  0.243,1.000,  60.231
 0.847,  0.242,1.000,  60.197
 0.848,  0.242,1.000,  60.163
 0.850,  0.242,1.000,  60.129
 0.851,  0.242,1.000,  60.094
 0.853,  0.242,1.000,  60.060
 0.854,  0.242,1.000,  60.024
 0.855,  0.242,1.000,  59.989
 0.857,  0.242,1.000,  59.953
 0.858,  0.242,1.000,  59.917
 0.860,  0.242,1.000,  59.881
 0.861,  0.242,1.000,  59.844
 0.862,  0.242,1.000,  59.808
 0.864,  0.241,1.000,  59.770
 0.865,  0.241,1.000,  59.733
 0.867,  0.241,1.000,  59.695
 0.868,  0.241,1.000,  59.657
 0.869,  0.241,1.000,  59.619
 0.871,  0.241,1.000,  59.580
 0.872,  0.241,1.000,  59.541
 0.874,  0.241,1.000,  59.502
 0.875,  0.241,1.000,  59.463
 0.876,  0.241,1.000,  59.423
 0.878,  0.241,1.000,  59.383
 0.879,  0.241,1.000,  59.342
 0.881,  0.240,1.000,  59.302
 0.882,  0.240,1.000,  59.261
 0.883,  0.240,1.000,  59.220
 0.885,  0.240,1.000,  59.178
 0.886,  0.240,1.000,  59.136
 0.888,  0.240,1.000,  59.094
 0.889,  0.240,1.000,  59.052
 0.890,  0.240,1.000,  59.009
 0.892,  0.240,1.000,  58.966
 0.893,  0.240,1.000,  58.923
 0.895,  0.240,1.000,  58.880
 0.896,  0.240,1.000,  58.836
 0.897,  0.239,1.000,  58.792
 0.899,  0.239,1.000,  58.747
 0.900,  0.239,1.000,  58.703
 0.902,  0.239,1.000,  58.658
 0.903,  0.239,1.000,  58.612
 0.904,  0.239,1.000,  58.567
 0.906,  0.239,1.000,  58.521
 0.907,  0.239,1.000,  58.475
 0.909,  0.239,1.000,  58.428
 0.910,  0.239,1.000,  58.382
 0.911,  0.239,1.000,  58.335
 0.913,  0.239,1.000,  58.288
 0.914,  0.238,1.000,  58.240
 0.916,  0.238,1.000,  58.192
 0.917,  0.238,1.000,  58.144
 0.918,  0.238,1.000,  58.096
 0.920,  0.238,1.000,  58.047
 0.921,  0.238,1.000,  57.998
 0.923,  0.238,1.000,  57.949
 0.924,  0.238,1.000,  57.899
 0.925,  0.238,1.000,  57.849
 0.927,  0.238,1.000,  57.799
 0.928,  0.238,1.000,  57.749
 0.930,  0.238,1.000,  57.698
 0.931,  0.237,1.000,  57.647
 0.932,  0.237,1.000,  57.596
 0.934,  0.237,1.000,  57.544
 0.935,  0.237,1.000,  57.492
 0.937,  0.237,1.000,  57.440
 0.938,  0.237,1.000,  57.388
 0.939,  0.237,1.000,  57.335
 0.941,  0.237,1.000,  57.282
 0.942,  0.237,1.000,  57.229
 0.944,  0.237,1.000,  57.175
 0.945,  0.237,1.000,  57.122
 0.946,  0.237,1.000,  57.067
 0.948,  0.236,1.000,  57.013
 0.949,  0.236,1.000,  56.958
 0.951,  0.236,1.000,  56.903
 0.952,  0.236,1.000,  56.848
 0.953,  0.236,1.000,  56.793
 0.955,  0.236,1.000,  56.737
 0.956,  0.236,1.000,  56.681
 0.958,  0.236,1.000,  56.625
 0.959,  0.236,1.000,  56.568
 0.960,  0.236,1.000,  56.511
 0.962,  0.236,1.000,  56.454
 0.963,  0.236,1.000,  56.396
 0.965,  0.235,1.000,  56.339
 0.966,  0.235,1.000,  56.281
 0.967,  0.235,1.000,  56.222
 0.969,  0.235,1.000,  56.164
 0.970,  0.235,1.000,  56.105
 0.972,  0.235,1.000,  56.046
 0.973,  0.235,1.000,  55.987
 0.974,  0.235,1.000,  55.927
 0.976,  0.235,1.000,  55.867
 0.977,  0.235,1.000,  55.807
 0.979,  0.235,1.000,  55.746
 0.980,  0.235,1.000,  55.686
 0.981,  0.234,1.000,  55.625
 0.983,  0.234,1.000,  55.563
 0.984,  0.234,1.000,  55.502
 0.986,  0.234,1.000,  55.440
 0.987,  0.234,1.000,  55.378
 0.988,  0.234,1.000,  55.315
 0.990,  0.234,1.000,  55.253
 0.991,  0.234,1.000,  55.190
 0.993,  0.234,1.000,  55.127
 0.994,  0.234,1.000,  55.063
 0.995,  0.234,1.000,  54.999
 0.997,  0.234,1.000,  54.935
 0.998,  0.233,1.000,  54.871
 1.000,  0.233,1.000,  54.807
 1.001,  0.233,1.000,  54.742
 1.002,  0.233,1.000,  54.677
 1.004,  0.233,1.000,  54.612
 1.005,  0.233,1.000,  54.546
 1.007,  0.233,1.000,  54.480
 1.008,  0.233,1.000,  54.414
 1.009,  0.233,1.000,  54.348
 1.011,  0.233,1.000,  54.281
 1.012,  0.233,1.000,  54.214
 1.014,  0.233,1.000,  54.147
 1.015,  0.232,1.000,  54.080
 1.016,  0.232,1.000,  54.012
 1.018,  0.232,1.000,  53.944
 1.019,  0.232,1.000,  53.876
 1.021,  0.232,1.000,  53.807
 1.022,  0.232,1.000,  53.739
 1.023,  0.232,1.000,  53.670
 1.025,  0.232,1.000,  53.601
 1.026,  0.232,1.000,  53.531
